200,Principles of Psychology I,PSYC 200,none,Credit for Psychology 200 and 205 will not be allowed.,none
201,Principles of Psychology II,PSYC 201,none,Credit for Psychology 201 and 205 will not be allowed.,none
203,Psychology for Everyday Life,PSYC 203,none,none,none
204,Human Sexuality,PSYC 204,none,none,none
300,Research Methods and Data Analysis in Psychology I,PSYC 300,One of Mathematics 30-1$ 30-2$ 31$ or Mathematics 2 (offered by Continuing Education); Psychology 200; and Psychology 201 or Neuroscience 201. ,Credit for Psychology 300 and 312 will not be allowed.,none
301,Research Methods and Data Analysis in Psychology II,PSYC 301,Psychology 300. ,Credit for Psychology 301 and 312 will not be allowed.,none
305,History of Psychological Thought,PSYC 305,Psychology 200 and 201.,none,none
321,Industrial and Organizational Psychology ,PSYC 321,Psychology 200 and 201.,Credit for Psychology 321 and either 421 and 423 will not be allowed.,none
345,Social Psychology,PSYC 345,Psychology 200 and 201.,Credit for Psychology 345 and Sociology 341 will not be allowed.,none
349,Language Development  ,PSYC 349,Psychology 200 and 201.,Credit for Psychology 349 and Linguistics 331	will not be allowed.,none
351,Developmental Psychology,PSYC 351,Psychology 200 and 201.,Credit for Psychology 351 and either Applied Psychology 311 or 313 will not be allowed.,none
353,Psychology of Aging,PSYC 353,Psychology 200 and 201.,none,none
365,Cognitive Psychology,PSYC 365,Psychology 200 and 201.,Credit for Psychology 365 and Applied Psychology 411 will not be allowed.,none
369,Sensation and Perception,PSYC 369,Psychology 200 and 201.,none,none
373,Motivation and Emotion,PSYC 373,Psychology 200 and 201.,none,none
375,Brain and Behaviour,PSYC 375,Psychology 200.,Credit for Psychology 375 and either Psychology 371 or Neuroscience 321 will not be allowed.,none
383,Personality,PSYC 383,Psychology 200 and 201.,none,none
385,Abnormal Psychology,PSYC 385,Psychology 200 and 201.,none,none
391,Academic Competencies in Psychology,PSYC 391,Psychology 200$ 201 and admission to the Psychology major or Honours program.,none,Psychology 300.
393,Professional Development in Psychology,PSYC 393,Psychology 200$ 201 and admission to the Psychology major or Honours program.,none,Psychology 300.
400,Conducting Research,PSYC 400,Admission to the Psychology major or Honours program and: 01: Psychology 300$ 301$ 385; 02: Psychology 300$ 301; 03: Psychology 300$ 301$ 375; 04: Psychology 300$ 301$ 365; 05: Psychology 300$ 301 and one of 349 or 351 or 353; 06: Psychology 300$ 301 and one of 321 or 383; 07: Psychology 300$ 301$ 369; 08: Psychology 300$ 301$ 345.   ,Credit toward degree requirements will be given for only one of Psychology 400.01$ 400.02$ 400.03$ 400.04$ 400.05$ 400.06$ 400.07$ 400.08.,none
405,Contemporary Theories in Psychology,PSYC 405,Psychology 200$ 201$ one senior course in Psychology$ and admission to the Psychology major or Honours program.,none,none
407,Psychometrics,PSYC 407,Psychology 300$ 301 and admission to the Psychology major or Honours program.,Credit for Psychology 407 and Applied Psychology 307 will not be allowed.,none
411,Design and Analysis in Psychological Research,PSYC 411,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
415,Qualitative Inquiry in Psychology,PSYC 415,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
417,Tests and Individual Differences,PSYC 417,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
425,Human Factors,PSYC 425,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
427,Environmental Psychology,PSYC 427,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
429,Adolescence,PSYC 429,Psychology 300$ 301$ 351 and admission to the Psychology major or Honours program.,Credit for Psychology 429 and 355 will not be allowed.,none
430,Psychophysiology in Health Research,PSYC 430,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
431,Current Issues in Psychopathology,PSYC 431,Psychology 300$ 301$ 385 and admission to the Psychology major or Honours program.,none,none
433,Clinical Psychology,PSYC 433,Psychology 300$ 301$ 385 and admission to the Psychology major or Honours program.,none,none
435,Behaviour Therapy,PSYC 435,Psychology 300$ 301$ 385 and admission to the Psychology major or Honours program.,none,none
437,Health Psychology ,PSYC 437,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,Credit for Psychology 437 and 330 will not be allowed.,none
439,Psychology of Gender,PSYC 439,Psychology 300 and 301; and Psychology 345 or 351; and admission to the Psychology major or Honours program.,Credit for Psychology 439 and 347 will not be allowed.,none
442,Intergroup Relations,PSYC 442,Psychology 300$ 301$ 345$ and admission to the Psychology major or Honours program.   ,none,none
443,Interpersonal Relationships,PSYC 443,Psychology 300$ 301$ 345 and admission to the Psychology major or Honours program.,none,none
445,Psychology of Morality ,PSYC 445,Psychology 300$ 301 and admission to the Psychology major or Honours program.,Credit for Psychology 445 and 447.08 will not be allowed.,none
447,Advanced Topics in Personality or Social Psychology,PSYC 447,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
449,Social-Personality Development,PSYC 449,Psychology 300$ 301$ 351 and admission to the Psychology major or Honours program.,none,none
451,Cognitive Development,PSYC 451,Psychology 300$ 301$ 351 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors.,none,none
455,Sensory$ Perceptual$ and Cognitive Aspects of Aging,PSYC 455,Psychology 300$ 301$ 353 and admission to the Psychology major or Honours program.,none,none
457,Social and Clinical Aspects of Aging,PSYC 457,Psychology 300$ 301$ 353 and admission to the Psychology major or Honours program.,none,none
459,Developmental Psychopathology,PSYC 459,Psychology 300$ 301$ 351$ 385 and admission to the Psychology major or Honours program.,none,none
463,Memory,PSYC 463,Psychology 300$ 301$ 365 and admission to the Psychology major or Honours program.,none,none
467,Experimental Psycholinguistics,PSYC 467,Psychology 300$ 301 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors.,Credit for Psychology 467 and either Linguistics 339 or 439 will not be allowed.,none
469,Vision,PSYC 469,Psychology 300$ 301$ 369 and admission to the Psychology major or Honours program.,none,none
471,Auditory Cognitive Neuroscience ,PSYC 471,Psychology 300$ 301$ 369 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors or the Concentration in Speech-Language Sciences for Linguistics Majors.,none,none
473,Evolution and Human Behaviour,PSYC 473,Psychology 300$ 301 and admission to the Psychology major or Honours program.,Credit for Psychology 473 and 377 will not be allowed.,none
474,Neuroscience of Learning and Memory,PSYC 474,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
475,Drugs and Behaviour,PSYC 475,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
477,Sleep and Biological Rhythms,PSYC 477,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
478,Behavioural Neuroscience,PSYC 478,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
479,Human Neuropsychology,PSYC 479,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program or to the minor in Speech-Language Sciences for Linguistics Majors.,none,none
481,Advanced Topics in Organizational Psychology ,PSYC 481,Psychology 300 and 301; and 3 units from Psychology 321$ 421 or 423; and admission to the Psychology major or Honours program.,none,none
483,Advanced Topics in Personnel Psychology ,PSYC 483,Psychology 300 and 301; and 3 units from Psychology 321$ 421 or 423; and admission to the Psychology major or Honours program.,none,none
491,Cross-Cultural Cognition,PSYC 491,Psychology 300$ 301$ 365 and admission to the Psychology major or Honours program.,none,none
492,Indigenous Psychology,PSYC 492,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
493,Psychology and Law,PSYC 493,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
495,Consumer Psychology,PSYC 495,Psychology 300$ 301 and admission to the Psychology major or Honours program.,Credit for Psychology 495 and Marketing 483 will not be allowed.,none
497,Consciousness,PSYC 497,Psychology 300 and 301; and Psychology 365 or 375; and admission to the Psychology major or Honours program.,none,none
499,Research Experience in Psychology  ,PSYC 499,Psychology 300 and 301; 18 units in Psychology$ admission to the Psychology major or Honours program$ and consent of the Department.,none,none
501,Honours Topics Seminar in Psychology,PSYC 501,Psychology 300$ 301$ admission to the Psychology Honours program and consent of the Department.,none,none
502,Selected Topics in Psychology with Lab ,PSYC 502,Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
503,Selected Topics in Psychology,PSYC 503, Psychology 300$ 301 and admission to the Psychology major or Honours program.,none,none
504,Research in Psychology,PSYC 504,Psychology 300$ 301$ admission to the Psychology major or Honours program and consent of the Department.,none,none
505,Research in Psychology,PSYC 505,Psychology 300$ 301$ admission to the Psychology major or Honours program and consent of the Department.,none,none
521,Cognitive and Clinical Neuroscience,PSYC 521,Psychology 300$ 301$ 375 and admission to the Psychology major or Honours program.,none,none
531,Nervous System Development,PSYC 531,Psychology 475 and admission to the Psychology major or Honours program.,none,none
585,Advanced Themes in Psychopathology ,PSYC 585,Psychology 300$ 301$ 385$ 433 and admission to the Psychology major or Honours program.,none,none
591,Advanced Topics in Cognitive Psychology,PSYC 591, Psychology 300$ 301$ 365 and admission to the Psychology major or Honours program.,none,none
598,Honours Thesis and Seminar,PSYC 598,Admission to the Psychology Honours degree program.,none,none
600,Professional Development ,PSYC 600,Consent of the Department.,none,none
601,History of Psychology,PSYC 601,Consent of the Department.,none,none
